資料日期,代號,名稱,投資比例(%),持有股數
2026-06-08,4979,華星光,0.36,1200000
2026-06-08,4966,譜瑞-KY,0.34,900000
2026-06-08,1303,南亞,0.29,5300000
2026-06-08,3044,健鼎,0.27,1000000
2026-06-08,6196,帆宣,0.24,870000
2026-06-08,3105,穩懋,0.24,957000
2026-06-08,2049,上銀,0.19,1010000
2026-06-08,2455,全新,0.09,450000
2026-06-08,2481,強茂,0.09,1100000
2026-06-08,1560,中砂,0.03,78000
2026-06-09,2330,台積電,17.92,14200000
2026-06-09,2303,聯電,4.75,68000000
2026-06-09,3037,欣興,4.75,8960000
2026-06-09,3017,奇鋐,4.53,3250000
2026-06-09,2327,國巨*,3.96,8760000
2026-06-09,2368,金像電,3.85,4700000
2026-06-09,3711,日月光投控,3.77,12101000
2026-06-09,2383,台光電,3.74,1350000
2026-06-09,2308,台達電,3.21,2430000
2026-06-09,2344,華邦電,3.08,36000000
2026-06-09,2345,智邦,2.85,2100000
2026-06-09,2454,聯發科,2.72,1110000
2026-06-09,6223,旺矽,2.67,830000
2026-06-09,6669,緯穎,2.29,790000
2026-06-09,3653,健策,1.79,830000
2026-06-09,4958,臻鼎-KY,1.64,5492000
2026-06-09,3533,嘉澤,1.59,1240000
2026-06-09,2337,旺宏,1.3,16350000
2026-06-09,3665,貿聯-KY,1.29,1090000
2026-06-09,6274,台燿,1.26,1420000
2026-06-09,2360,致茂,1.1,840000
2026-06-09,7769,鴻勁,1.06,279000
2026-06-09,3443,創意,1.01,430000
2026-06-09,3081,聯亞,0.98,720000
2026-06-09,6442,光聖,0.95,830000
2026-06-09,8996,高力,0.9,1234000
2026-06-09,5347,世界,0.87,9911000
2026-06-09,6515,穎崴,0.78,165000
2026-06-09,6147,頎邦,0.77,5600000
2026-06-09,3529,力旺,0.67,390000
2026-06-09,6488,環球晶,0.66,1497000
2026-06-09,6805,富世達,0.61,570000
2026-06-09,8358,金居,0.57,1710000
2026-06-09,8210,勤誠,0.56,680000
2026-06-09,8046,南電,0.54,1080000
2026-06-09,3189,景碩,0.54,1380000
2026-06-09,2317,鴻海,0.49,3200000
2026-06-09,8299,群聯,0.45,350000
2026-06-09,5274,信驊,0.44,45000
2026-06-09,3583,辛耘,0.43,900000
2026-06-09,4979,華星光,0.37,1200000
2026-06-09,4966,譜瑞-KY,0.34,900000
2026-06-09,1303,南亞,0.29,5300000
2026-06-09,3105,穩懋,0.26,957000
2026-06-09,6196,帆宣,0.25,870000
2026-06-09,2049,上銀,0.19,1010000
2026-06-09,2455,全新,0.1,450000
2026-06-09,3044,健鼎,0.05,200000
2026-06-09,1560,中砂,0.03,78000
2026-06-09,2481,強茂,0.0,1000
2026-06-10,2330,台積電,18.55,14200000
2026-06-10,2303,聯電,4.67,68000000
2026-06-10,2327,國巨*,4.63,9760000
2026-06-10,3037,欣興,4.59,8960000
2026-06-10,3017,奇鋐,4.44,3250000
2026-06-10,2368,金像電,3.87,4700000
2026-06-10,2383,台光電,3.86,1350000
2026-06-10,3711,日月光投控,3.78,12101000
2026-06-10,2344,華邦電,3.11,36000000
2026-06-10,2308,台達電,3.1,2430000
2026-06-10,6223,旺矽,2.91,870000
2026-06-10,2345,智邦,2.88,2100000
2026-06-10,2454,聯發科,2.82,1170000
2026-06-10,6669,緯穎,2.32,790000
2026-06-10,3653,健策,1.83,830000
2026-06-10,4958,臻鼎-KY,1.6,5492000
2026-06-10,3533,嘉澤,1.56,1240000
2026-06-10,3665,貿聯-KY,1.36,1090000
2026-06-10,6274,台燿,1.32,1520000
2026-06-10,2337,旺宏,1.28,16350000
2026-06-10,7769,鴻勁,1.11,279000
2026-06-10,2360,致茂,1.08,840000
2026-06-10,3443,創意,1.0,430000
2026-06-10,3081,聯亞,0.94,720000
2026-06-10,8996,高力,0.94,1334000
2026-06-10,6442,光聖,0.91,830000
2026-06-10,5347,世界,0.88,9911000
2026-06-10,6515,穎崴,0.78,165000
2026-06-10,6147,頎邦,0.73,5600000
2026-06-10,3529,力旺,0.67,390000
2026-06-10,6488,環球晶,0.67,1497000
2026-06-10,6805,富世達,0.58,570000
2026-06-10,8210,勤誠,0.57,680000
2026-06-10,8358,金居,0.55,1710000
2026-06-10,8046,南電,0.53,1080000
2026-06-10,3189,景碩,0.53,1380000
2026-06-10,2317,鴻海,0.49,3200000
2026-06-10,8299,群聯,0.44,350000
2026-06-10,5274,信驊,0.44,45000
2026-06-10,3583,辛耘,0.41,900000
2026-06-10,4966,譜瑞-KY,0.35,900000
2026-06-10,4979,華星光,0.34,1155000
2026-06-10,1303,南亞,0.29,5300000
2026-06-10,3105,穩懋,0.26,957000
2026-06-10,6196,帆宣,0.25,870000
2026-06-10,2049,上銀,0.19,1010000
2026-06-10,2455,全新,0.09,450000
2026-06-10,1560,中砂,0.03,78000
2026-06-10,2481,強茂,0.0,1000
2026-06-10,3044,健鼎,0.0,1000
2026-06-11,2330,台積電,18.1,14200000
2026-06-11,2303,聯電,4.82,68000000
2026-06-11,2327,國巨*,4.72,9900000
2026-06-11,3037,欣興,4.34,8960000
2026-06-11,3017,奇鋐,4.3,3250000
2026-06-11,2383,台光電,3.9,1350000
2026-06-11,3711,日月光投控,3.73,12101000
2026-06-11,2368,金像電,3.58,4700000
2026-06-11,2344,華邦電,3.19,36000000
2026-06-11,6223,旺矽,3.0,870000
2026-06-11,2308,台達電,2.97,2430000
2026-06-11,2345,智邦,2.71,2100000
2026-06-11,2454,聯發科,2.71,1170000
2026-06-11,6669,緯穎,2.19,790000
2026-06-11,3653,健策,1.7,830000
2026-06-11,4958,臻鼎-KY,1.68,5600000
2026-06-11,3533,嘉澤,1.51,1240000
2026-06-11,3665,貿聯-KY,1.33,1090000
2026-06-11,2337,旺宏,1.3,16350000
2026-06-11,6274,台燿,1.27,1520000
2026-06-11,7769,鴻勁,1.12,279000
2026-06-11,2360,致茂,1.04,840000
2026-06-11,3443,創意,1.0,430000
2026-06-11,5347,世界,0.91,9911000
2026-06-11,6442,光聖,0.86,830000
2026-06-11,8996,高力,0.86,1334000
2026-06-11,3081,聯亞,0.85,690000
2026-06-11,6515,穎崴,0.82,165000
2026-06-11,6147,頎邦,0.71,5600000
2026-06-11,6488,環球晶,0.67,1497000
2026-06-11,3529,力旺,0.67,390000
2026-06-11,6805,富世達,0.57,570000
2026-06-11,8210,勤誠,0.55,680000
2026-06-11,8358,金居,0.52,1710000
2026-06-11,8046,南電,0.49,1080000
2026-06-11,3189,景碩,0.48,1380000
2026-06-11,2317,鴻海,0.47,3200000
2026-06-11,5274,信驊,0.45,45000
2026-06-11,8299,群聯,0.44,350000
2026-06-11,3583,辛耘,0.4,900000
2026-06-11,1303,南亞,0.38,7000000
2026-06-11,4966,譜瑞-KY,0.34,900000
2026-06-11,4979,華星光,0.27,1000000
2026-06-11,3105,穩懋,0.26,957000
2026-06-11,6196,帆宣,0.25,870000
2026-06-11,2049,上銀,0.18,1010000
2026-06-11,1560,中砂,0.12,340000
2026-06-11,2455,全新,0.08,450000
2026-06-11,2481,強茂,0.0,1000
2026-06-11,3044,健鼎,0.0,1000
2026-06-12,2330,台積電,18.16,14200000
2026-06-12,2303,聯電,5.35,72400000
2026-06-12,2327,國巨*,4.69,9900000
2026-06-12,3037,欣興,4.47,8960000
2026-06-12,3017,奇鋐,4.33,3250000
2026-06-12,3711,日月光投控,3.95,12101000
2026-06-12,2344,華邦電,3.62,38000000
2026-06-12,2383,台光電,3.61,1350000
2026-06-12,2368,金像電,3.43,4700000
2026-06-12,6223,旺矽,3.23,900000
2026-06-12,2308,台達電,2.98,2430000
2026-06-12,2454,聯發科,2.78,1200000
2026-06-12,2345,智邦,2.71,2100000
2026-06-12,6669,緯穎,2.12,790000
2026-06-12,4958,臻鼎-KY,1.8,5900000
2026-06-12,3653,健策,1.7,830000
2026-06-12,3533,嘉澤,1.54,1240000
2026-06-12,3665,貿聯-KY,1.39,1090000
2026-06-12,2337,旺宏,1.33,16350000
2026-06-12,6274,台燿,1.2,1520000
2026-06-12,7769,鴻勁,1.11,279000
2026-06-12,2360,致茂,1.07,840000
2026-06-12,6515,穎崴,1.06,200000
2026-06-12,3443,創意,1.04,430000
2026-06-12,5347,世界,0.93,9911000
2026-06-12,8996,高力,0.85,1334000
2026-06-12,6442,光聖,0.85,830000
2026-06-12,6488,環球晶,0.72,1497000
2026-06-12,6147,頎邦,0.69,5600000
2026-06-12,3081,聯亞,0.69,570000
2026-06-12,3529,力旺,0.67,390000
2026-06-12,6805,富世達,0.58,570000
2026-06-12,8210,勤誠,0.56,680000
2026-06-12,8358,金居,0.54,1710000
2026-06-12,8046,南電,0.49,1080000
2026-06-12,3189,景碩,0.47,1380000
2026-06-12,5274,信驊,0.46,45000
2026-06-12,2317,鴻海,0.46,3200000
2026-06-12,8299,群聯,0.45,350000
2026-06-12,1303,南亞,0.41,7000000
2026-06-12,3583,辛耘,0.4,900000
2026-06-12,4966,譜瑞-KY,0.34,900000
2026-06-12,3105,穩懋,0.27,957000
2026-06-12,6196,帆宣,0.26,870000
2026-06-12,4979,華星光,0.25,916000
2026-06-12,1560,中砂,0.22,600000
2026-06-12,2049,上銀,0.18,1010000
2026-06-12,3211,順達,0.16,700000
2026-06-12,2455,全新,0.09,450000
2026-06-12,2481,強茂,0.0,1000
2026-06-15,2330,台積電,18.44,14200000
2026-06-15,2303,聯電,5.6,72400000
2026-06-15,2327,國巨*,5.09,9900000
2026-06-15,3037,欣興,4.7,8960000
2026-06-15,3017,奇鋐,4.28,3250000
2026-06-15,2344,華邦電,3.93,38000000
2026-06-15,2383,台光電,3.71,1350000
2026-06-15,2368,金像電,3.39,4700000
2026-06-15,6223,旺矽,3.17,900000
2026-06-15,2454,聯發科,3.13,1280000
2026-06-15,2308,台達電,2.94,2430000
2026-06-15,3711,日月光投控,2.87,8900000
2026-06-15,2345,智邦,2.79,2100000
2026-06-15,6669,緯穎,2.12,790000
2026-06-15,4958,臻鼎-KY,1.94,6020000
2026-06-15,3653,健策,1.74,830000
2026-06-15,3533,嘉澤,1.56,1240000
2026-06-15,2337,旺宏,1.42,16350000
2026-06-15,3665,貿聯-KY,1.35,1090000
2026-06-15,6274,台燿,1.3,1520000
2026-06-15,3443,創意,1.13,430000
2026-06-15,7769,鴻勁,1.1,279000
2026-06-15,6515,穎崴,1.09,200000
2026-06-15,2360,致茂,1.04,840000
2026-06-15,5347,世界,0.95,9911000
2026-06-15,8996,高力,0.92,1334000
2026-06-15,6488,環球晶,0.88,1700000
2026-06-15,6442,光聖,0.87,830000
2026-06-15,3081,聯亞,0.73,570000
2026-06-15,6147,頎邦,0.72,5600000
2026-06-15,3529,力旺,0.68,390000
2026-06-15,8358,金居,0.58,1710000
2026-06-15,6805,富世達,0.54,570000
2026-06-15,8210,勤誠,0.53,680000
2026-06-15,8046,南電,0.51,1080000
2026-06-15,3189,景碩,0.5,1380000
2026-06-15,1303,南亞,0.48,7550000
2026-06-15,2317,鴻海,0.47,3200000
2026-06-15,5274,信驊,0.44,45000
2026-06-15,8299,群聯,0.44,350000
2026-06-15,3583,辛耘,0.4,900000
2026-06-15,4966,譜瑞-KY,0.33,900000
2026-06-15,6196,帆宣,0.31,1000000
2026-06-15,1560,中砂,0.31,800000
2026-06-15,3105,穩懋,0.27,957000
2026-06-15,3211,順達,0.26,1100000
2026-06-15,4979,華星光,0.22,748000
2026-06-15,2049,上銀,0.18,1010000
2026-06-15,2455,全新,0.09,450000
2026-06-15,2481,強茂,0.0,1000
2026-06-16,2330,台積電,19.14,14200000
2026-06-16,2303,聯電,5.73,72400000
2026-06-16,2327,國巨*,5.28,9900000
2026-06-16,3037,欣興,4.94,8960000
2026-06-16,3017,奇鋐,4.33,3250000
2026-06-16,2344,華邦電,4.2,38000000
2026-06-16,2383,台光電,3.88,1350000
2026-06-16,2368,金像電,3.55,4700000
2026-06-16,2454,聯發科,3.28,1280000
2026-06-16,6223,旺矽,3.26,900000
2026-06-16,2308,台達電,3.04,2430000
2026-06-16,2345,智邦,2.97,2100000
2026-06-16,4958,臻鼎-KY,2.26,6440000
2026-06-16,6669,緯穎,2.16,790000
2026-06-16,3711,日月光投控,2.06,6200000
2026-06-16,3653,健策,1.76,830000
2026-06-16,3533,嘉澤,1.6,1240000
2026-06-16,2337,旺宏,1.53,16350000
2026-06-16,6274,台燿,1.49,1650000
2026-06-16,3443,創意,1.19,430000
2026-06-16,3665,貿聯-KY,1.17,980000
2026-06-16,7769,鴻勁,1.15,279000
2026-06-16,6515,穎崴,1.12,200000
2026-06-16,8996,高力,1.03,1334000
2026-06-16,6488,環球晶,1.0,1700000
2026-06-16,5347,世界,0.95,9911000
2026-06-16,6442,光聖,0.87,830000
2026-06-16,2360,致茂,0.8,610000
2026-06-16,3081,聯亞,0.73,570000
2026-06-16,6147,頎邦,0.72,5600000
2026-06-16,3529,力旺,0.7,390000
2026-06-16,8358,金居,0.61,1710000
2026-06-16,6805,富世達,0.55,570000
2026-06-16,8046,南電,0.55,1080000
2026-06-16,3189,景碩,0.5,1380000
2026-06-16,1303,南亞,0.49,7550000
2026-06-16,2317,鴻海,0.48,3200000
2026-06-16,5274,信驊,0.46,45000
2026-06-16,3583,辛耘,0.41,900000
2026-06-16,8210,勤誠,0.41,540000
2026-06-16,3211,順達,0.38,1560000
2026-06-16,4966,譜瑞-KY,0.33,900000
2026-06-16,1560,中砂,0.31,800000
2026-06-16,6196,帆宣,0.3,1000000
2026-06-16,3105,穩懋,0.26,957000
2026-06-16,4979,華星光,0.21,650000
2026-06-16,2049,上銀,0.18,1010000
2026-06-16,6415,矽力*-KY,0.17,500000
2026-06-16,2455,全新,0.1,450000
2026-06-16,8299,群聯,0.0,1000
2026-06-17,2330,台積電,19.28,14200000
2026-06-17,2303,聯電,5.77,72400000
2026-06-17,2327,國巨*,5.63,10050000
2026-06-17,3037,欣興,5.04,8960000
2026-06-17,2344,華邦電,4.4,38800000
2026-06-17,3017,奇鋐,4.38,3250000
2026-06-17,2383,台光電,4.0,1350000
2026-06-17,2368,金像電,3.67,4700000
2026-06-17,6223,旺矽,3.29,900000
2026-06-17,2454,聯發科,3.25,1280000
2026-06-17,2345,智邦,2.98,2100000
2026-06-17,2308,台達電,2.98,2430000
2026-06-17,4958,臻鼎-KY,2.34,6440000
2026-06-17,6669,緯穎,2.29,790000
2026-06-17,3653,健策,1.89,830000
2026-06-17,3533,嘉澤,1.62,1240000
2026-06-17,6274,台燿,1.62,1700000
2026-06-17,3711,日月光投控,1.52,4500000
2026-06-17,2337,旺宏,1.5,16350000
2026-06-17,6488,環球晶,1.25,2000000
2026-06-17,3443,創意,1.24,430000
2026-06-17,7769,鴻勁,1.16,279000
2026-06-17,8996,高力,1.16,1346000
2026-06-17,6515,穎崴,1.08,200000
2026-06-17,3665,貿聯-KY,0.98,820000
2026-06-17,5347,世界,0.94,9911000
2026-06-17,6442,光聖,0.84,801000
2026-06-17,2360,致茂,0.77,610000
2026-06-17,6147,頎邦,0.73,5600000
2026-06-17,3529,力旺,0.7,390000
2026-06-17,8358,金居,0.62,1710000
2026-06-17,3081,聯亞,0.58,450000
2026-06-17,6805,富世達,0.56,570000
2026-06-17,3189,景碩,0.55,1380000
2026-06-17,1303,南亞,0.54,7550000
2026-06-17,8046,南電,0.54,1080000
2026-06-17,2317,鴻海,0.5,3200000
2026-06-17,5274,信驊,0.47,45000
2026-06-17,3583,辛耘,0.42,900000
2026-06-17,3211,順達,0.38,1560000
2026-06-17,8210,勤誠,0.38,500000
2026-06-17,4966,譜瑞-KY,0.35,900000
2026-06-17,6196,帆宣,0.31,1000000
2026-06-17,1560,中砂,0.31,800000
2026-06-17,3105,穩懋,0.28,957000
2026-06-17,6415,矽力*-KY,0.24,750000
2026-06-17,4979,華星光,0.19,600000
2026-06-17,2049,上銀,0.19,1010000
2026-06-17,2455,全新,0.11,450000
2026-06-17,8299,群聯,0.0,1000
