資料日期,代號,名稱,投資比例(%),持有股數
2026-06-15,2383,台光電,6.04,563000
2026-06-15,3017,奇鋐,5.19,1009000
2026-06-15,2345,智邦,5.07,977000
2026-06-15,3665,貿聯-KY,4.62,955000
2026-06-15,6223,旺矽,4.48,326000
2026-06-15,8996,高力,4.37,1630000
2026-06-15,2059,川湖,4.35,293000
2026-06-15,3037,欣興,4.3,2097000
2026-06-15,2454,聯發科,3.87,406000
2026-06-15,3443,創意,3.2,311000
2026-06-15,2327,國巨*,3.14,1566000
2026-06-15,6515,穎崴,3.07,145000
2026-06-15,6584,南俊國際,2.94,2204000
2026-06-15,6187,萬潤,2.94,1220000
2026-06-15,2368,金像電,2.66,945000
2026-06-15,3008,大立光,2.45,260000
2026-06-15,6669,緯穎,2.38,228000
2026-06-15,3661,世芯-KY,2.38,262000
2026-06-15,8299,群聯,2.2,445000
2026-06-15,2455,全新,2.17,2753000
2026-06-15,3105,穩懋,2.13,1949000
2026-06-15,3711,日月光投控,2.05,1629000
2026-06-15,3653,健策,1.75,214000
2026-06-15,2308,台達電,1.62,344000
2026-06-15,8021,尖點,1.62,1501000
2026-06-15,7769,鴻勁,1.4,91000
2026-06-15,8046,南電,1.32,718000
2026-06-15,7751,竑騰,1.11,375000
2026-06-15,3583,辛耘,0.99,566000
2026-06-15,2360,致茂,0.97,200000
2026-06-15,3189,景碩,0.62,440013
2026-06-15,2303,聯電,0.6,2000000
2026-06-15,6139,亞翔,0.47,250000
2026-06-15,2337,旺宏,0.46,1343000
2026-06-15,3363,上詮,0.45,300000
2026-06-15,5289,宜鼎,0.4,98000
2026-06-15,6805,富世達,0.4,109000
2026-06-15,7734,印能科技,0.35,56000
2026-06-15,3260,威剛,0.32,358000
2026-06-15,3264,欣銓,0.04,72000
2026-06-15,3491,昇達科,0.0,1000
2026-06-16,2330,台積電,8.7,1706000
2026-06-16,2383,台光電,6.12,563000
2026-06-16,2345,智邦,5.23,977000
2026-06-16,3017,奇鋐,5.08,1009000
2026-06-16,8996,高力,4.78,1630000
2026-06-16,6223,旺矽,4.46,326000
2026-06-16,3037,欣興,4.37,2097000
2026-06-16,3665,貿聯-KY,4.3,955000
2026-06-16,2059,川湖,4.14,293000
2026-06-16,2454,聯發科,3.93,406000
2026-06-16,3443,創意,3.25,311000
2026-06-16,2327,國巨*,3.16,1566000
2026-06-16,6515,穎崴,3.06,145000
2026-06-16,6187,萬潤,2.95,1220000
2026-06-16,6584,南俊國際,2.84,2204000
2026-06-16,2368,金像電,2.7,945000
2026-06-16,3008,大立光,2.68,260000
2026-06-16,3661,世芯-KY,2.4,262000
2026-06-16,2455,全新,2.37,2753000
2026-06-16,8299,群聯,2.24,445000
2026-06-16,3711,日月光投控,2.05,1629000
2026-06-16,3105,穩懋,2.04,1949000
2026-06-16,3653,健策,1.72,214000
2026-06-16,8021,尖點,1.65,1501000
2026-06-16,2308,台達電,1.63,344000
2026-06-16,7769,鴻勁,1.42,91000
2026-06-16,8046,南電,1.38,718000
2026-06-16,7751,竑騰,1.15,375000
2026-06-16,2360,致茂,0.99,200000
2026-06-16,3583,辛耘,0.98,566000
2026-06-16,2303,聯電,0.6,2000000
2026-06-16,3189,景碩,0.6,440013
2026-06-16,2337,旺宏,0.47,1343000
2026-06-16,3363,上詮,0.45,300000
2026-06-16,6139,亞翔,0.43,250000
2026-06-16,5289,宜鼎,0.41,98000
2026-06-16,6805,富世達,0.4,109000
2026-06-16,7734,印能科技,0.38,56000
2026-06-16,3260,威剛,0.32,358000
2026-06-16,3264,欣銓,0.03,72000
2026-06-16,3491,昇達科,0.0,1000
2026-06-17,2330,台積電,8.68,1706000
2026-06-17,2383,台光電,6.24,563000
2026-06-17,8996,高力,5.27,1630000
2026-06-17,2345,智邦,5.2,977000
2026-06-17,3017,奇鋐,5.09,1009000
2026-06-17,6223,旺矽,4.46,326000
2026-06-17,3037,欣興,4.42,2097000
2026-06-17,3665,貿聯-KY,4.26,955000
2026-06-17,2059,川湖,4.14,293000
2026-06-17,2454,聯發科,3.86,406000
2026-06-17,3443,創意,3.37,311000
2026-06-17,2327,國巨*,3.29,1566000
2026-06-17,6187,萬潤,3.0,1220000
2026-06-17,6515,穎崴,2.92,145000
2026-06-17,6584,南俊國際,2.88,2204000
2026-06-17,3008,大立光,2.85,260000
2026-06-17,2368,金像電,2.76,945000
2026-06-17,2455,全新,2.51,2753000
2026-06-17,3661,世芯-KY,2.41,262000
2026-06-17,8299,群聯,2.21,445000
2026-06-17,3105,穩懋,2.16,1949000
2026-06-17,3711,日月光投控,2.07,1629000
2026-06-17,3653,健策,1.82,214000
2026-06-17,8021,尖點,1.73,1501000
2026-06-17,2308,台達電,1.58,344000
2026-06-17,7769,鴻勁,1.42,91000
2026-06-17,7751,竑騰,1.16,375000
2026-06-17,3583,辛耘,1.0,566000
2026-06-17,3189,景碩,0.66,440013
2026-06-17,2303,聯電,0.6,2000000
2026-06-17,2337,旺宏,0.46,1343000
2026-06-17,3363,上詮,0.44,300000
2026-06-17,6139,亞翔,0.43,250000
2026-06-17,6805,富世達,0.4,109000
2026-06-17,7734,印能科技,0.4,56000
2026-06-17,5289,宜鼎,0.39,98000
2026-06-17,3260,威剛,0.32,358000
2026-06-17,2360,致茂,0.24,50000
2026-06-17,3264,欣銓,0.03,72000
2026-06-17,3491,昇達科,0.0,1000
2026-06-18,2330,台積電,7.21,1406000
2026-06-18,2383,台光電,6.7,563000
2026-06-18,8996,高力,5.51,1630000
2026-06-18,3017,奇鋐,5.15,1009000
2026-06-18,2345,智邦,5.06,977000
2026-06-18,6223,旺矽,4.45,326000
2026-06-18,3037,欣興,4.32,2097000
2026-06-18,2059,川湖,4.28,293000
2026-06-18,3665,貿聯-KY,4.26,955000
2026-06-18,3008,大立光,4.2,380000
2026-06-18,2454,聯發科,3.79,406000
2026-06-18,2327,國巨*,3.6,1566000
2026-06-18,3443,創意,3.21,311000
2026-06-18,6187,萬潤,3.2,1220000
2026-06-18,6584,南俊國際,2.93,2204000
2026-06-18,6515,穎崴,2.91,145000
2026-06-18,2368,金像電,2.72,945000
2026-06-18,2455,全新,2.44,2753000
2026-06-18,3661,世芯-KY,2.44,262000
2026-06-18,8299,群聯,2.39,445000
2026-06-18,3105,穩懋,2.19,1949000
2026-06-18,3711,日月光投控,2.12,1629000
2026-06-18,3653,健策,1.8,214000
2026-06-18,8021,尖點,1.73,1501000
2026-06-18,2308,台達電,1.57,344000
2026-06-18,7769,鴻勁,1.35,91000
2026-06-18,7751,竑騰,1.18,375000
2026-06-18,3583,辛耘,1.07,566000
2026-06-18,3189,景碩,0.68,440013
2026-06-18,2303,聯電,0.62,2000000
2026-06-18,2337,旺宏,0.48,1343000
2026-06-18,3363,上詮,0.45,300000
2026-06-18,6139,亞翔,0.44,250000
2026-06-18,7734,印能科技,0.43,56000
2026-06-18,6805,富世達,0.41,109000
2026-06-18,5289,宜鼎,0.4,98000
2026-06-18,3260,威剛,0.32,358000
2026-06-18,2360,致茂,0.25,50000
2026-06-18,3264,欣銓,0.04,72000
2026-06-18,3491,昇達科,0.0,1000
2026-06-22,2330,台積電,7.4,1406000
2026-06-22,2383,台光電,6.88,563000
2026-06-22,2345,智邦,5.32,977000
2026-06-22,8996,高力,5.32,1630000
2026-06-22,3017,奇鋐,5.12,1009000
2026-06-22,2059,川湖,4.64,293000
2026-06-22,3037,欣興,4.42,2097000
2026-06-22,6223,旺矽,4.39,326000
2026-06-22,3008,大立光,4.13,380000
2026-06-22,3665,貿聯-KY,3.99,955000
2026-06-22,2454,聯發科,3.8,406000
2026-06-22,2327,國巨*,3.5,1566000
2026-06-22,6187,萬潤,3.23,1220000
2026-06-22,3443,創意,3.1,311000
2026-06-22,6584,南俊國際,3.05,2204000
2026-06-22,6515,穎崴,2.88,145000
2026-06-22,2368,金像電,2.77,945000
2026-06-22,8299,群聯,2.41,445000
2026-06-22,3661,世芯-KY,2.38,262000
2026-06-22,2455,全新,2.37,2753000
2026-06-22,3711,日月光投控,2.3,1629000
2026-06-22,3105,穩懋,2.21,1949000
2026-06-22,8021,尖點,1.83,1501000
2026-06-22,3653,健策,1.72,214000
2026-06-22,2308,台達電,1.55,344000
2026-06-22,7751,竑騰,1.17,375000
2026-06-22,3583,辛耘,1.06,566000
2026-06-22,3189,景碩,0.73,440013
2026-06-22,2303,聯電,0.67,2000000
2026-06-22,2337,旺宏,0.52,1343000
2026-06-22,3363,上詮,0.45,300000
2026-06-22,6805,富世達,0.42,109000
2026-06-22,7734,印能科技,0.42,56000
2026-06-22,6139,亞翔,0.42,250000
2026-06-22,5289,宜鼎,0.41,98000
2026-06-22,3260,威剛,0.33,358000
2026-06-22,2360,致茂,0.24,50000
2026-06-22,3264,欣銓,0.04,72000
2026-06-22,7769,鴻勁,0.01,1000
2026-06-22,3491,昇達科,0.0,1000
2026-06-23,2330,台積電,7.62,1406000
2026-06-23,2383,台光電,6.98,563000
2026-06-23,3017,奇鋐,5.32,1009000
2026-06-23,2345,智邦,5.18,977000
2026-06-23,8996,高力,5.14,1630000
2026-06-23,2059,川湖,4.77,293000
2026-06-23,6223,旺矽,4.74,326000
2026-06-23,3037,欣興,4.44,2097000
2026-06-23,3665,貿聯-KY,4.16,955000
2026-06-23,3008,大立光,4.13,380000
2026-06-23,2454,聯發科,4.01,406000
2026-06-23,2327,國巨*,3.48,1566000
2026-06-23,3443,創意,3.2,311000
2026-06-23,6187,萬潤,3.11,1220000
2026-06-23,6584,南俊國際,3.11,2204000
2026-06-23,6515,穎崴,2.98,145000
2026-06-23,2368,金像電,2.6,945000
2026-06-23,2455,全新,2.38,2753000
2026-06-23,3711,日月光投控,2.35,1629000
2026-06-23,8299,群聯,2.35,445000
2026-06-23,3105,穩懋,2.21,1949000
2026-06-23,3661,世芯-KY,2.05,215000
2026-06-23,8021,尖點,1.85,1501000
2026-06-23,7751,竑騰,1.2,375000
2026-06-23,3653,健策,1.1,132000
2026-06-23,3583,辛耘,1.09,566000
2026-06-23,2308,台達電,1.01,224000
2026-06-23,2303,聯電,0.74,2000000
2026-06-23,3189,景碩,0.7,440013
2026-06-23,2337,旺宏,0.5,1343000
2026-06-23,3363,上詮,0.45,300000
2026-06-23,6139,亞翔,0.43,250000
2026-06-23,6805,富世達,0.42,109000
2026-06-23,7734,印能科技,0.41,56000
2026-06-23,5289,宜鼎,0.4,98000
2026-06-23,3260,威剛,0.32,358000
2026-06-23,2360,致茂,0.25,50000
2026-06-23,3264,欣銓,0.04,72000
2026-06-23,3491,昇達科,0.0,1000
2026-06-24,2330,台積電,7.43,1406000
2026-06-24,2383,台光電,6.92,563000
2026-06-24,3017,奇鋐,5.65,1009000
2026-06-24,8996,高力,5.23,1630000
2026-06-24,6223,旺矽,5.17,326000
2026-06-24,2345,智邦,5.13,977000
2026-06-24,2059,川湖,4.86,293000
2026-06-24,3037,欣興,4.32,2097000
2026-06-24,3665,貿聯-KY,4.24,955000
2026-06-24,3008,大立光,4.12,380000
2026-06-24,2454,聯發科,3.85,406000
2026-06-24,2327,國巨*,3.64,1566000
2026-06-24,3443,創意,3.36,311000
2026-06-24,6584,南俊國際,3.23,2204000
2026-06-24,6515,穎崴,3.05,145000
2026-06-24,6187,萬潤,2.86,1220000
2026-06-24,2368,金像電,2.62,945000
2026-06-24,8299,群聯,2.46,445000
2026-06-24,2455,全新,2.42,2753000
2026-06-24,3711,日月光投控,2.35,1629000
2026-06-24,3661,世芯-KY,2.06,215000
2026-06-24,3105,穩懋,2.06,1949000
2026-06-24,8021,尖點,1.89,1501000
2026-06-24,7751,竑騰,1.23,375000
2026-06-24,3583,辛耘,1.07,566000
2026-06-24,2303,聯電,0.79,2000000
2026-06-24,3189,景碩,0.72,440013
2026-06-24,2337,旺宏,0.51,1343000
2026-06-24,6139,亞翔,0.45,250000
2026-06-24,6805,富世達,0.44,109000
2026-06-24,3363,上詮,0.44,300000
2026-06-24,7734,印能科技,0.4,56000
2026-06-24,5289,宜鼎,0.39,98000
2026-06-24,3260,威剛,0.32,358000
2026-06-24,2360,致茂,0.24,50000
2026-06-24,3264,欣銓,0.04,72000
2026-06-24,3491,昇達科,0.0,1000
2026-06-25,2330,台積電,7.43,1406000
2026-06-25,2383,台光電,7.02,563000
2026-06-25,3017,奇鋐,5.59,1009000
2026-06-25,8996,高力,5.26,1630000
2026-06-25,2345,智邦,5.14,977000
2026-06-25,6223,旺矽,4.98,326000
2026-06-25,2059,川湖,4.74,293000
2026-06-25,3037,欣興,4.73,2097000
2026-06-25,3008,大立光,4.34,380000
2026-06-25,3665,貿聯-KY,4.05,955000
2026-06-25,2327,國巨*,3.89,1566000
2026-06-25,2454,聯發科,3.87,406000
2026-06-25,6584,南俊國際,3.59,2231000
2026-06-25,3443,創意,3.33,311000
2026-06-25,6187,萬潤,2.98,1220000
2026-06-25,6515,穎崴,2.92,145000
2026-06-25,2303,聯電,2.76,7000000
2026-06-25,2368,金像電,2.59,945000
2026-06-25,8299,群聯,2.43,445000
2026-06-25,2455,全新,2.36,2753000
2026-06-25,3711,日月光投控,2.31,1629000
2026-06-25,3661,世芯-KY,2.01,215000
2026-06-25,3105,穩懋,1.99,1949000
2026-06-25,8021,尖點,1.85,1501000
2026-06-25,7751,竑騰,1.16,375000
2026-06-25,3583,辛耘,1.06,566000
2026-06-25,3189,景碩,0.79,440013
2026-06-25,2337,旺宏,0.48,1343000
2026-06-25,6139,亞翔,0.48,250000
2026-06-25,6805,富世達,0.42,109000
2026-06-25,7734,印能科技,0.42,56000
2026-06-25,3363,上詮,0.42,300000
2026-06-25,5289,宜鼎,0.38,98000
2026-06-25,3260,威剛,0.32,358000
2026-06-25,2360,致茂,0.24,50000
2026-06-25,3264,欣銓,0.04,72000
2026-06-25,3491,昇達科,0.0,1000
